,DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C,Région,Ville
0,2022-01-01 00:00:00+00:00,14,10,18,10,13,11,0.0,93,9.0,1024,39.625,14,11,7,113,113,113,0.0,4,6.9,météo correcte,17:03:00,08:48:00,10,Hauts-de-France,beauvais-oise
1,2022-01-02 00:00:00+00:00,13,9,29,11,13,11,0.4,90,10.0,1022,71.375,13,11,9,119,353,122,0.0,4,6.9,météo défavorable,17:04:00,08:47:00,10,Hauts-de-France,beauvais-oise
2,2022-01-03 00:00:00+00:00,11,8,26,9,11,9,2.5,92,7.875,1019,90.375,11,8,5,119,119,266,0.0,2,3.2,météo défavorable,17:05:00,08:47:00,10,Hauts-de-France,beauvais-oise
3,2022-01-04 00:00:00+00:00,12,1,35,11,5,2,16.1,98,6.625,1014,100.0,12,11,-5,296,302,338,1.4,2,3.2,météo très défavorable,17:06:00,08:47:00,10,Hauts-de-France,beauvais-oise
4,2022-01-05 00:00:00+00:00,5,1,24,1,4,4,1.1,83,8.75,1022,59.25,5,2,-4,113,122,122,0.0,1,5.1,météo très défavorable,17:07:00,08:47:00,2,Hauts-de-France,beauvais-oise
5,2022-01-06 00:00:00+00:00,6,1,14,1,5,4,0.0,88,10.0,1024,44.0,6,1,-1,113,113,122,0.0,1,8.6,météo très défavorable,17:09:00,08:47:00,3,Hauts-de-France,beauvais-oise
6,2022-01-07 00:00:00+00:00,7,2,30,5,6,4,2.7,93,8.625,1022,82.625,7,3,0,353,176,182,0.0,2,3.2,météo très défavorable,17:10:00,08:46:00,4,Hauts-de-France,beauvais-oise
7,2022-01-08 00:00:00+00:00,9,1,35,2,7,9,2.7,94,8.375,1018,86.75,9,8,-1,122,266,296,0.2,2,3.2,météo très défavorable,17:11:00,08:46:00,1,Hauts-de-France,beauvais-oise
8,2022-01-09 00:00:00+00:00,7,2,24,4,5,4,0.1,85,10.0,1016,58.875,7,3,-2,122,116,116,0.0,1,6.9,météo très défavorable,17:12:00,08:46:00,4,Hauts-de-France,beauvais-oise
9,2022-01-10 00:00:00+00:00,7,3,10,3,7,6,0.0,94,9.0,1025,84.875,7,3,0,143,119,119,0.0,2,5.1,météo très défavorable,17:14:00,08:45:00,4,Hauts-de-France,beauvais-oise
10,2022-01-11 00:00:00+00:00,5,0,9,0,4,2,0.0,89,10.0,1037,32.625,5,0,-3,116,113,113,0.0,2,8.7,météo très défavorable,17:15:00,08:45:00,0,Hauts-de-France,beauvais-oise
11,2022-01-12 00:00:00+00:00,6,2,10,4,4,4,0.0,84,10.0,1041,81.75,6,4,2,122,122,116,0.0,1,3.3,météo très défavorable,17:16:00,08:44:00,3,Hauts-de-France,beauvais-oise
12,2022-01-13 00:00:00+00:00,9,-1,13,0,7,5,0.0,89,9.0,1041,3.625,9,2,-4,113,113,113,0.0,1,8.7,météo très défavorable,17:18:00,08:43:00,0,Hauts-de-France,beauvais-oise
13,2022-01-14 00:00:00+00:00,10,2,8,2,7,5,0.0,87,10.0,1039,0.875,10,5,-1,113,113,113,0.0,2,8.7,météo très défavorable,17:19:00,08:43:00,2,Hauts-de-France,beauvais-oise
14,2022-01-15 00:00:00+00:00,7,2,9,2,6,5,0.0,89,10.0,1032,4.25,7,2,0,113,113,113,0.0,2,8.7,météo très défavorable,17:21:00,08:42:00,2,Hauts-de-France,beauvais-oise
15,2022-01-16 00:00:00+00:00,7,1,15,4,6,6,0.1,82,9.0,1032,79.0,7,5,1,119,122,122,0.0,3,3.3,météo très défavorable,17:22:00,08:41:00,1,Hauts-de-France,beauvais-oise
16,2022-01-17 00:00:00+00:00,12,3,13,6,11,5,0.0,97,7.0,1039,27.75,12,7,5,143,113,113,0.0,2,8.7,météo défavorable,17:24:00,08:40:00,4,Hauts-de-France,beauvais-oise
17,2022-01-18 00:00:00+00:00,11,2,16,2,6,7,0.0,94,10.0,1039,6.125,11,6,-2,113,113,113,0.0,3,8.7,météo très défavorable,17:25:00,08:40:00,2,Hauts-de-France,beauvais-oise
18,2022-01-19 00:00:00+00:00,7,0,14,1,6,4,0.4,91,9.0,1033,27.25,7,4,-1,113,113,116,0.0,2,8.7,météo très défavorable,17:27:00,08:39:00,1,Hauts-de-France,beauvais-oise
19,2022-01-20 00:00:00+00:00,5,1,21,2,4,2,0.1,91,10.0,1036,56.875,5,2,-2,122,368,368,0.0,1,5.1,météo très défavorable,17:28:00,08:38:00,2,Hauts-de-France,beauvais-oise
20,2022-01-21 00:00:00+00:00,6,0,20,1,5,3,0.0,95,10.0,1038,44.5,6,0,-4,326,116,113,0.0,1,8.7,météo très défavorable,17:30:00,08:37:00,1,Hauts-de-France,beauvais-oise
21,2022-01-22 00:00:00+00:00,9,0,15,1,8,5,0.0,92,10.0,1038,7.125,9,5,-3,113,113,113,0.0,2,8.7,météo très défavorable,17:31:00,08:36:00,1,Hauts-de-France,beauvais-oise
22,2022-01-23 00:00:00+00:00,6,0,12,3,5,4,0.0,87,8.0,1036,60.875,6,1,0,119,119,116,0.0,1,3.4,météo très défavorable,17:33:00,08:35:00,0,Hauts-de-France,beauvais-oise
23,2022-01-24 00:00:00+00:00,9,0,13,0,8,3,0.0,93,10.0,1036,2.5,9,4,-3,113,113,113,0.0,2,8.7,météo très défavorable,17:35:00,08:34:00,1,Hauts-de-France,beauvais-oise
24,2022-01-25 00:00:00+00:00,8,1,12,1,8,6,0.0,94,10.0,1037,3.625,8,4,-3,113,113,113,0.0,2,8.7,météo très défavorable,17:36:00,08:32:00,1,Hauts-de-France,beauvais-oise
25,2022-01-26 00:00:00+00:00,8,0,9,0,6,5,0.0,91,10.0,1035,9.375,8,3,-3,113,113,113,0.0,2,8.7,météo très défavorable,17:38:00,08:31:00,1,Hauts-de-France,beauvais-oise
26,2022-01-27 00:00:00+00:00,9,0,21,0,7,8,0.0,98,7.75,1033,56.625,9,7,-3,248,116,122,0.0,3,6.9,météo très défavorable,17:39:00,08:30:00,0,Hauts-de-France,beauvais-oise
27,2022-01-28 00:00:00+00:00,10,3,10,5,7,6,0.0,96,6.0,1037,35.75,10,4,1,143,116,113,0.0,2,8.7,météo très défavorable,17:41:00,08:29:00,4,Hauts-de-France,beauvais-oise
28,2022-01-29 00:00:00+00:00,12,3,25,6,11,10,0.0,96,10.0,1036,64.75,12,9,3,119,116,116,0.0,3,5.2,météo défavorable,17:43:00,08:27:00,5,Hauts-de-France,beauvais-oise
29,2022-01-30 00:00:00+00:00,9,2,10,2,6,5,0.0,93,10.0,1035,29.25,9,8,-1,113,113,113,0.0,1,8.7,météo très défavorable,17:44:00,08:26:00,3,Hauts-de-France,beauvais-oise
30,2022-01-31 00:00:00+00:00,7,2,38,6,7,5,0.2,76,10.0,1027,61.25,7,2,-1,176,116,176,0.0,3,5.2,météo très défavorable,17:46:00,08:25:00,4,Hauts-de-France,beauvais-oise
31,2022-02-01 00:00:00+00:00,11,1,26,3,8,11,0.0,97,10.0,1028,76.0,11,9,-1,122,122,122,0.0,3,3.5,météo très défavorable,17:48:00,08:23:00,1,Hauts-de-France,beauvais-oise
32,2022-02-02 00:00:00+00:00,11,7,25,9,10,10,0.0,88,9.0,1026,85.625,11,8,6,122,122,119,0.0,2,3.5,météo défavorable,17:49:00,08:22:00,9,Hauts-de-France,beauvais-oise
33,2022-02-03 00:00:00+00:00,8,6,19,6,8,8,0.0,84,10.0,1025,92.25,8,4,4,122,122,122,0.0,2,3.5,météo très défavorable,17:51:00,08:21:00,7,Hauts-de-France,beauvais-oise
34,2022-02-04 00:00:00+00:00,8,3,26,7,8,8,0.0,85,10.0,1025,74.125,8,5,3,122,122,113,0.0,2,3.5,météo très défavorable,17:53:00,08:19:00,7,Hauts-de-France,beauvais-oise
35,2022-02-05 00:00:00+00:00,9,2,21,2,7,6,0.0,95,10.0,1028,70.0,9,2,-2,116,116,122,0.0,2,7.0,météo très défavorable,17:54:00,08:18:00,2,Hauts-de-France,beauvais-oise
36,2022-02-06 00:00:00+00:00,11,5,45,8,9,10,1.7,82,8.875,1023,100.0,11,8,3,122,266,353,0.0,2,3.5,météo défavorable,17:56:00,08:16:00,6,Hauts-de-France,beauvais-oise
37,2022-02-07 00:00:00+00:00,10,1,15,2,9,8,0.0,85,10.0,1033,3.75,10,3,-2,113,113,113,0.0,3,8.7,météo très défavorable,17:58:00,08:14:00,4,Hauts-de-France,beauvais-oise
38,2022-02-08 00:00:00+00:00,10,2,14,4,8,9,0.0,92,10.0,1034,71.375,10,7,1,122,122,119,0.0,3,3.5,météo très défavorable,17:59:00,08:13:00,2,Hauts-de-France,beauvais-oise
39,2022-02-09 00:00:00+00:00,12,4,10,4,10,8,0.0,94,10.0,1031,16.125,12,6,2,113,113,113,0.0,3,9.9,météo très défavorable,18:01:00,08:11:00,5,Hauts-de-France,beauvais-oise
40,2022-02-10 00:00:00+00:00,10,4,22,4,8,4,0.3,92,9.0,1026,64.5,10,6,1,116,119,266,0.0,3,5.0,météo très défavorable,18:03:00,08:10:00,5,Hauts-de-France,beauvais-oise
41,2022-02-11 00:00:00+00:00,7,1,18,1,6,5,0.0,88,10.0,1036,9.625,7,1,-3,113,116,113,0.0,2,10.0,météo très défavorable,18:04:00,08:08:00,2,Hauts-de-France,beauvais-oise
42,2022-02-12 00:00:00+00:00,7,-1,18,-1,5,4,0.0,83,10.0,1036,44.0,7,0,-4,116,113,113,0.0,1,10.0,météo très défavorable,18:06:00,08:06:00,0,Hauts-de-France,beauvais-oise
43,2022-02-13 00:00:00+00:00,9,0,37,0,6,9,1.2,76,8.875,1020,62.25,9,7,-5,113,122,266,0.0,3,6.7,météo très défavorable,18:08:00,08:05:00,0,Hauts-de-France,beauvais-oise
44,2022-02-14 00:00:00+00:00,10,5,24,8,9,8,0.7,89,9.0,1014,78.5,10,7,3,353,119,176,0.0,2,6.7,météo défavorable,18:09:00,08:03:00,9,Hauts-de-France,beauvais-oise
45,2022-02-15 00:00:00+00:00,9,2,27,2,8,8,0.1,94,10.0,1019,58.625,9,6,-2,113,116,122,0.0,3,8.3,météo très défavorable,18:11:00,08:01:00,3,Hauts-de-France,beauvais-oise
46,2022-02-16 00:00:00+00:00,13,8,29,10,12,13,1.6,96,7.0,1010,100.0,13,11,7,266,176,122,0.0,3,5.3,météo défavorable,18:13:00,07:59:00,9,Hauts-de-France,beauvais-oise
47,2022-02-17 00:00:00+00:00,13,7,41,8,10,9,0.1,76,10.0,1022,53.375,13,10,2,116,116,116,0.0,2,10.0,météo correcte,18:14:00,07:58:00,11,Hauts-de-France,beauvais-oise
48,2022-02-18 00:00:00+00:00,13,6,46,10,13,9,0.8,97,9.25,1016,90.125,13,10,6,122,122,176,0.0,3,5.3,météo défavorable,18:16:00,07:56:00,8,Hauts-de-France,beauvais-oise
49,2022-02-19 00:00:00+00:00,8,2,30,2,7,6,2.2,84,8.875,1020,60.375,8,5,-3,113,113,266,0.0,1,8.5,météo très défavorable,18:18:00,07:54:00,3,Hauts-de-France,beauvais-oise
50,2022-02-20 00:00:00+00:00,11,7,34,7,10,11,0.1,88,10.0,1017,100.0,11,8,3,122,122,122,0.0,2,5.3,météo défavorable,18:19:00,07:52:00,7,Hauts-de-France,beauvais-oise
51,2022-02-21 00:00:00+00:00,9,3,45,3,8,8,0.4,77,10.0,1020,78.25,9,3,-3,119,176,122,0.0,2,5.4,météo très défavorable,18:21:00,07:50:00,4,Hauts-de-France,beauvais-oise
52,2022-02-22 00:00:00+00:00,11,5,26,5,9,11,0.1,94,10.0,1024,95.75,11,8,1,122,122,122,0.0,2,5.4,météo très défavorable,18:23:00,07:48:00,6,Hauts-de-France,beauvais-oise
53,2022-02-23 00:00:00+00:00,11,3,14,3,9,8,0.1,95,8.0,1031,58.375,11,5,1,143,113,122,0.0,2,8.5,météo très défavorable,18:24:00,07:47:00,4,Hauts-de-France,beauvais-oise
54,2022-02-24 00:00:00+00:00,10,3,35,6,10,6,0.3,82,9.375,1023,73.875,10,5,2,116,122,176,0.0,2,5.4,météo défavorable,18:26:00,07:45:00,7,Hauts-de-France,beauvais-oise
55,2022-02-25 00:00:00+00:00,8,1,28,1,8,8,0.1,90,10.0,1034,35.25,8,3,-4,113,176,113,0.0,3,10.1,météo très défavorable,18:28:00,07:43:00,1,Hauts-de-France,beauvais-oise
56,2022-02-26 00:00:00+00:00,11,1,19,1,9,9,0.0,86,10.0,1035,0.125,11,1,-1,113,113,113,0.0,3,10.9,météo très défavorable,18:29:00,07:41:00,1,Hauts-de-France,beauvais-oise
57,2022-02-27 00:00:00+00:00,12,-1,21,-1,9,9,0.0,80,10.0,1028,1.125,12,3,-6,113,113,113,0.0,3,10.9,météo très défavorable,18:31:00,07:39:00,0,Hauts-de-France,beauvais-oise
58,2022-02-28 00:00:00+00:00,11,0,14,0,10,8,0.0,71,10.0,1028,23.375,11,2,-3,113,113,119,0.0,3,10.1,météo très défavorable,18:32:00,07:37:00,0,Hauts-de-France,beauvais-oise
59,2022-03-01 00:00:00+00:00,10,2,11,2,8,8,0.0,70,10.0,1027,55.75,10,2,0,113,122,122,0.0,3,7.0,météo très défavorable,19:35:00,08:34:00,2,Hauts-de-France,beauvais-oise
60,2022-03-02 00:00:00+00:00,8,5,14,5,7,8,0.7,94,7.0,1024,95.25,8,7,3,119,266,266,0.0,2,5.5,météo très défavorable,19:36:00,08:32:00,6,Hauts-de-France,beauvais-oise
61,2022-03-03 00:00:00+00:00,13,4,13,4,11,10,0.0,88,10.0,1018,61.25,13,6,2,122,113,119,0.0,3,10.1,météo correcte,19:38:00,08:30:00,5,Hauts-de-France,beauvais-oise
62,2022-03-04 00:00:00+00:00,13,4,15,6,11,10,0.0,69,9.0,1018,27.625,13,7,2,113,113,113,0.0,2,11.1,météo correcte,19:39:00,08:28:00,7,Hauts-de-France,beauvais-oise
63,2022-03-05 00:00:00+00:00,12,1,13,1,8,10,0.0,65,10.0,1021,0.0,12,2,0,113,113,113,0.0,3,11.2,météo très défavorable,19:41:00,08:26:00,2,Hauts-de-France,beauvais-oise
64,2022-03-06 00:00:00+00:00,8,1,22,1,7,7,0.0,78,10.0,1025,23.5,8,4,-4,113,113,116,0.0,1,11.2,météo très défavorable,19:43:00,08:24:00,4,Hauts-de-France,beauvais-oise
65,2022-03-07 00:00:00+00:00,10,-1,20,-1,9,9,0.0,87,10.0,1025,0.0,10,0,-5,113,113,113,0.0,3,11.2,météo très défavorable,19:44:00,08:22:00,-1,Hauts-de-France,beauvais-oise
66,2022-03-08 00:00:00+00:00,13,-1,21,-1,10,10,0.0,73,10.0,1020,0.875,13,2,-6,113,113,113,0.0,3,11.3,météo très défavorable,19:46:00,08:20:00,-1,Hauts-de-France,beauvais-oise
67,2022-03-09 00:00:00+00:00,15,4,22,4,12,15,0.0,94,9.0,1024,26.5,15,8,1,143,116,113,0.0,3,11.3,météo correcte,19:47:00,08:18:00,4,Hauts-de-France,beauvais-oise
68,2022-03-10 00:00:00+00:00,15,4,17,4,13,13,0.0,82,10.0,1023,19.125,15,6,2,113,113,113,0.0,4,11.3,météo correcte,19:49:00,08:16:00,6,Hauts-de-France,beauvais-oise
69,2022-03-11 00:00:00+00:00,10,8,26,8,9,10,0.4,88,10.0,1015,83.25,10,8,5,116,176,353,0.0,2,7.2,météo défavorable,19:51:00,08:14:00,8,Hauts-de-France,beauvais-oise
70,2022-03-12 00:00:00+00:00,11,7,20,7,10,10,0.0,93,10.0,1016,85.25,11,6,5,122,122,122,0.0,2,5.7,météo défavorable,19:52:00,08:12:00,7,Hauts-de-France,beauvais-oise
71,2022-03-13 00:00:00+00:00,8,6,25,7,7,8,0.7,91,9.0,1019,77.375,8,6,3,122,266,176,0.0,3,5.7,météo très défavorable,19:54:00,08:10:00,7,Hauts-de-France,beauvais-oise
72,2022-03-14 00:00:00+00:00,12,3,14,3,10,10,0.0,90,10.0,1026,42.125,12,4,1,113,122,122,0.0,3,8.7,météo très défavorable,19:55:00,08:07:00,3,Hauts-de-France,beauvais-oise
73,2022-03-15 00:00:00+00:00,10,7,12,7,8,10,3.5,98,4.75,1026,100.0,10,9,5,296,266,266,0.0,2,5.8,météo défavorable,19:57:00,08:05:00,7,Hauts-de-France,beauvais-oise
74,2022-03-16 00:00:00+00:00,19,8,16,8,17,15,0.0,96,9.0,1021,21.5,19,11,6,143,113,113,0.0,3,11.6,météo favorable,19:58:00,08:03:00,9,Hauts-de-France,beauvais-oise
75,2022-03-17 00:00:00+00:00,13,5,26,8,10,10,0.0,84,10.0,1035,74.5,13,9,4,122,122,116,0.0,2,8.8,météo défavorable,20:00:00,08:01:00,9,Hauts-de-France,beauvais-oise
76,2022-03-18 00:00:00+00:00,15,2,31,2,13,13,0.0,78,10.0,1040,0.0,15,3,-2,113,113,113,0.0,3,11.6,météo correcte,20:01:00,07:59:00,3,Hauts-de-France,beauvais-oise
77,2022-03-19 00:00:00+00:00,17,4,32,4,15,15,0.0,79,10.0,1039,0.5,17,6,-1,113,113,113,0.0,4,11.6,météo correcte,20:03:00,07:57:00,5,Hauts-de-France,beauvais-oise
78,2022-03-20 00:00:00+00:00,14,1,19,1,9,14,0.0,82,10.0,1028,53.875,14,8,-2,113,119,116,0.0,3,7.6,météo très défavorable,20:04:00,07:55:00,3,Hauts-de-France,beauvais-oise
79,2022-03-21 00:00:00+00:00,16,7,15,8,15,14,0.0,87,10.0,1029,68.25,16,7,6,119,116,122,0.0,3,8.9,météo défavorable,20:06:00,07:53:00,7,Hauts-de-France,beauvais-oise
80,2022-03-22 00:00:00+00:00,19,7,14,7,17,17,0.0,81,10.0,1029,2.875,19,9,4,113,113,113,0.0,4,11.6,météo favorable,20:07:00,07:51:00,8,Hauts-de-France,beauvais-oise
81,2022-03-23 00:00:00+00:00,17,6,9,6,15,15,0.0,80,10.0,1030,2.375,17,6,5,113,113,113,0.0,4,11.6,météo correcte,20:09:00,07:49:00,7,Hauts-de-France,beauvais-oise
82,2022-03-24 00:00:00+00:00,18,7,15,7,16,15,0.0,81,10.0,1031,9.75,18,5,5,113,113,113,0.0,4,11.6,météo favorable,20:10:00,07:46:00,8,Hauts-de-France,beauvais-oise
83,2022-03-25 00:00:00+00:00,19,6,19,6,18,17,0.0,76,10.0,1029,0.0,19,8,3,113,113,113,0.0,4,11.6,météo favorable,20:12:00,07:44:00,7,Hauts-de-France,beauvais-oise
84,2022-03-26 00:00:00+00:00,18,5,27,5,18,17,0.0,82,10.0,1031,1.625,18,9,2,113,113,113,0.0,4,11.6,météo favorable,20:14:00,07:42:00,6,Hauts-de-France,beauvais-oise
85,2022-03-27 00:00:00+00:00,21,5,18,5,18,16,0.0,89,10.0,1030,0.25,21,9,3,113,113,113,0.0,4,11.6,météo favorable,20:15:00,07:40:00,6,Hauts-de-France,beauvais-oise
86,2022-03-28 00:00:00+00:00,19,8,8,8,17,18,0.0,85,10.0,1028,9.125,19,8,8,113,113,113,0.0,4,11.6,météo favorable,20:17:00,07:38:00,8,Hauts-de-France,beauvais-oise
87,2022-03-29 00:00:00+00:00,16,11,10,11,16,13,3.0,78,9.0,1017,99.125,16,11,10,176,122,353,0.0,3,6.4,météo défavorable,20:18:00,07:36:00,11,Hauts-de-France,beauvais-oise
88,2022-03-30 00:00:00+00:00,11,5,25,5,6,10,4.6,95,9.125,1006,75.375,11,8,0,296,263,116,0.0,2,7.7,météo très défavorable,20:20:00,07:34:00,7,Hauts-de-France,beauvais-oise
89,2022-03-31 00:00:00+00:00,6,1,16,4,6,2,5.7,96,7.625,1002,85.375,6,4,-1,122,353,317,0.0,2,6.4,météo très défavorable,20:21:00,07:32:00,5,Hauts-de-France,beauvais-oise
90,2022-04-01 00:00:00+00:00,1,0,36,1,1,1,3.4,98,0.5,1012,97.875,1,1,-7,230,230,230,0.0,1,6.5,météo très défavorable,20:23:00,07:29:00,1,Hauts-de-France,beauvais-oise
91,2022-04-02 00:00:00+00:00,3,0,28,0,2,3,0.4,94,6.375,1020,100.0,3,1,-7,326,227,371,0.1,1,6.5,météo très défavorable,20:24:00,07:27:00,0,Hauts-de-France,beauvais-oise
92,2022-04-03 00:00:00+00:00,9,-2,22,-2,9,7,0.0,82,10.0,1025,23.625,9,0,-7,113,113,116,0.0,3,11.6,météo très défavorable,20:26:00,07:25:00,-2,Hauts-de-France,beauvais-oise
93,2022-04-04 00:00:00+00:00,9,-1,32,0,9,7,0.0,85,10.0,1025,75.375,9,4,-5,116,122,122,0.0,3,6.5,météo très défavorable,20:27:00,07:23:00,-1,Hauts-de-France,beauvais-oise
94,2022-04-05 00:00:00+00:00,13,6,23,8,12,12,0.0,98,10.0,1013,95.5,13,9,5,122,122,122,0.0,3,6.5,météo défavorable,20:29:00,07:21:00,7,Hauts-de-France,beauvais-oise
95,2022-04-06 00:00:00+00:00,12,8,31,8,11,12,0.4,82,9.875,1010,86.125,12,8,4,122,122,176,0.0,2,6.6,météo défavorable,20:30:00,07:19:00,8,Hauts-de-France,beauvais-oise
96,2022-04-07 00:00:00+00:00,9,5,44,9,8,9,2.1,91,8.75,1003,92.125,9,7,2,122,296,176,0.0,2,6.6,météo défavorable,20:32:00,07:17:00,9,Hauts-de-France,beauvais-oise
97,2022-04-08 00:00:00+00:00,7,3,12,5,3,6,2.4,96,7.75,1005,91.25,7,4,1,122,317,266,0.0,3,6.6,météo très défavorable,20:33:00,07:15:00,7,Hauts-de-France,beauvais-oise
98,2022-04-09 00:00:00+00:00,10,2,22,3,9,10,0.2,95,8.875,1020,51.75,10,3,0,143,176,113,0.0,3,10.4,météo très défavorable,20:35:00,07:13:00,3,Hauts-de-France,beauvais-oise
99,2022-04-10 00:00:00+00:00,10,0,8,0,10,10,0.0,90,10.0,1022,41.625,10,3,-2,113,122,113,0.0,3,10.4,météo très défavorable,20:37:00,07:10:00,1,Hauts-de-France,beauvais-oise
100,2022-04-11 00:00:00+00:00,15,2,26,2,12,14,0.0,85,10.0,1018,23.75,15,9,-1,113,116,113,0.0,3,10.4,météo correcte,20:38:00,07:08:00,3,Hauts-de-France,beauvais-oise
101,2022-04-12 00:00:00+00:00,19,8,17,8,17,17,0.0,92,10.0,1012,35.25,19,12,6,116,116,116,0.0,4,11.6,météo favorable,20:40:00,07:06:00,9,Hauts-de-France,beauvais-oise
102,2022-04-13 00:00:00+00:00,14,10,6,10,12,14,0.0,89,8.0,1021,74.375,14,10,10,122,119,119,0.0,3,6.7,météo défavorable,20:41:00,07:04:00,10,Hauts-de-France,beauvais-oise
103,2022-04-14 00:00:00+00:00,22,8,14,8,19,17,0.0,95,8.0,1027,17.5,24,13,6,143,113,116,0.0,5,11.6,météo favorable,20:43:00,07:02:00,8,Hauts-de-France,beauvais-oise
104,2022-04-15 00:00:00+00:00,20,9,11,9,17,19,0.0,93,10.0,1027,13.125,20,13,9,113,113,113,0.0,5,11.6,météo favorable,20:44:00,07:00:00,10,Hauts-de-France,beauvais-oise
105,2022-04-16 00:00:00+00:00,20,8,18,8,19,19,0.0,90,10.0,1028,4.375,20,11,6,113,113,113,0.0,5,11.6,météo favorable,20:46:00,06:58:00,9,Hauts-de-France,beauvais-oise
106,2022-04-17 00:00:00+00:00,17,4,16,4,15,16,0.0,74,10.0,1028,26.125,17,9,2,113,116,113,0.0,4,11.6,météo correcte,20:47:00,06:56:00,6,Hauts-de-France,beauvais-oise
107,2022-04-18 00:00:00+00:00,16,5,9,5,14,11,0.0,78,10.0,1019,58.375,16,9,3,113,122,122,0.0,4,9.3,météo correcte,20:49:00,06:54:00,6,Hauts-de-France,beauvais-oise
108,2022-04-19 00:00:00+00:00,17,6,12,6,16,15,0.0,85,10.0,1017,32.375,17,9,4,116,116,116,0.0,4,11.6,météo correcte,20:50:00,06:52:00,6,Hauts-de-France,beauvais-oise
109,2022-04-20 00:00:00+00:00,16,6,22,6,15,14,0.0,90,10.0,1013,64.25,16,8,4,122,119,116,0.0,4,9.3,météo correcte,20:52:00,06:50:00,7,Hauts-de-France,beauvais-oise
110,2022-04-21 00:00:00+00:00,16,4,20,4,16,15,0.0,74,10.0,1009,25.25,16,8,1,113,113,116,0.0,4,11.6,météo correcte,20:53:00,06:48:00,6,Hauts-de-France,beauvais-oise
111,2022-04-22 00:00:00+00:00,14,5,22,5,14,13,0.0,96,10.0,1005,45.125,14,8,2,116,119,116,0.0,4,9.3,météo correcte,20:55:00,06:46:00,6,Hauts-de-France,beauvais-oise
112,2022-04-23 00:00:00+00:00,15,10,30,10,15,12,0.3,75,9.0,1001,92.625,15,10,7,122,122,176,0.0,4,7.1,météo défavorable,20:57:00,06:44:00,11,Hauts-de-France,beauvais-oise
113,2022-04-24 00:00:00+00:00,14,7,24,7,14,11,0.9,90,10.0,1007,79.375,14,10,4,116,122,353,0.0,3,7.1,météo défavorable,20:58:00,06:42:00,10,Hauts-de-France,beauvais-oise
114,2022-04-25 00:00:00+00:00,14,6,15,6,14,12,0.8,91,8.75,1015,59.625,14,7,4,116,176,176,0.0,3,10.2,météo correcte,21:00:00,06:41:00,7,Hauts-de-France,beauvais-oise
115,2022-04-26 00:00:00+00:00,15,5,21,5,14,14,0.0,95,10.0,1022,48.625,15,7,2,116,116,119,0.0,4,12.4,météo correcte,21:01:00,06:39:00,5,Hauts-de-France,beauvais-oise
116,2022-04-27 00:00:00+00:00,16,3,21,3,14,16,0.0,97,10.0,1025,17.75,16,9,-1,113,113,113,0.0,4,14.5,météo correcte,21:03:00,06:37:00,3,Hauts-de-France,beauvais-oise
117,2022-04-28 00:00:00+00:00,19,5,24,5,19,19,0.0,92,10.0,1028,4.375,19,12,1,113,113,113,0.0,4,14.5,météo favorable,21:04:00,06:35:00,5,Hauts-de-France,beauvais-oise
118,2022-04-29 00:00:00+00:00,17,7,15,7,15,16,0.0,88,10.0,1029,56.875,17,9,5,113,122,116,0.0,4,12.4,météo correcte,21:06:00,06:33:00,7,Hauts-de-France,beauvais-oise
119,2022-04-30 00:00:00+00:00,17,4,22,4,16,15,0.0,96,10.0,1028,14.625,17,8,0,113,113,113,0.0,4,14.5,météo correcte,21:07:00,06:31:00,4,Hauts-de-France,beauvais-oise
120,2022-05-01 00:00:00+00:00,16,5,10,5,14,14,0.0,89,10.0,1026,56.875,16,7,3,113,122,116,0.0,4,11.3,météo correcte,21:09:00,06:30:00,5,Hauts-de-France,beauvais-oise
121,2022-05-02 00:00:00+00:00,15,8,18,8,15,14,0.0,76,10.0,1021,78.375,15,8,6,122,119,116,0.0,3,12.4,météo défavorable,21:10:00,06:28:00,8,Hauts-de-France,beauvais-oise
122,2022-05-03 00:00:00+00:00,17,5,18,5,16,14,0.0,89,10.0,1019,50.375,17,9,3,113,113,122,0.0,4,11.4,météo correcte,21:12:00,06:26:00,6,Hauts-de-France,beauvais-oise
123,2022-05-04 00:00:00+00:00,16,5,14,5,15,15,0.6,90,9.875,1022,49.5,16,10,2,113,119,176,0.0,3,11.4,météo correcte,21:13:00,06:25:00,6,Hauts-de-France,beauvais-oise
124,2022-05-05 00:00:00+00:00,19,7,12,7,17,17,0.0,98,7.75,1027,47.375,19,11,5,248,113,116,0.0,4,14.5,météo favorable,21:15:00,06:23:00,7,Hauts-de-France,beauvais-oise
