,DATE,Profil,Région,Total énergie soutirée (Wh),Nb points soutirage
8285,2023-06-08,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2429598554.0,3452160
8286,2023-06-08,PRO3,Centre-Val de Loire,64984440.0,60524
8287,2023-06-08,PRO3,Hauts-de-France,84049380.0,72336
8288,2023-06-08,PRO4,Centre-Val de Loire,71456627.0,105552
8289,2023-06-08,PRO4,Hauts-de-France,83967348.0,110544
8290,2023-06-08,PRO5,Centre-Val de Loire,196969603.0,1243352
8291,2023-06-08,PRO5,Hauts-de-France,556347911.0,2005548
8292,2023-06-08,RES1 (+ RES1WE),Centre-Val de Loire,2226223221.0,22550180
8293,2023-06-08,RES1 (+ RES1WE),Hauts-de-France,6377544241.0,58521940
8294,2023-06-08,RES11 (+ RES11WE),Centre-Val de Loire,1388249556.0,7034388
8295,2023-06-08,RES11 (+ RES11WE),Hauts-de-France,1858978225.0,9175420
8296,2023-06-08,RES2 (+ RES5),Centre-Val de Loire,5939220829.0,29047104
8297,2023-06-08,RES2 (+ RES5),Hauts-de-France,10958722398.0,56764523
8298,2023-06-08,RES2WE,Centre-Val de Loire,112919706.0,580880
8299,2023-06-08,RES2WE,Hauts-de-France,254826038.0,1374256
8300,2023-06-08,RES3,Centre-Val de Loire,221857058.0,775212
8301,2023-06-08,RES3,Hauts-de-France,310759875.0,1212364
8302,2023-06-08,RES4,Centre-Val de Loire,218484219.0,934788
8303,2023-06-08,RES4,Hauts-de-France,274995464.0,1246260
8304,2023-06-09,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,72751204.0,42048
8305,2023-06-09,ENT3 (+ ENT4 + ENT5),Hauts-de-France,74597328.0,39987
8306,2023-06-09,PRO1 (+ PRO1WE),Centre-Val de Loire,1425504036.0,4845560
8307,2023-06-09,PRO1 (+ PRO1WE),Hauts-de-France,3099270149.0,9382724
8308,2023-06-09,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1330606748.0,1924024
8309,2023-06-09,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2468121155.0,3455116
8310,2023-06-09,PRO3,Centre-Val de Loire,64359422.0,60480
8311,2023-06-09,PRO3,Hauts-de-France,83245421.0,72336
8312,2023-06-09,PRO4,Centre-Val de Loire,70513606.0,105552
8313,2023-06-09,PRO4,Hauts-de-France,82890418.0,110540
8314,2023-06-09,PRO5,Centre-Val de Loire,199181792.0,1243436
8315,2023-06-09,PRO5,Hauts-de-France,563130099.0,2005680
8316,2023-06-09,RES1 (+ RES1WE),Centre-Val de Loire,2268317688.0,22548568
8317,2023-06-09,RES1 (+ RES1WE),Hauts-de-France,6498882763.0,58517088
8318,2023-06-09,RES11 (+ RES11WE),Centre-Val de Loire,1416777098.0,7034736
8319,2023-06-09,RES11 (+ RES11WE),Hauts-de-France,1896466509.0,9176704
8320,2023-06-09,RES2 (+ RES5),Centre-Val de Loire,5951893721.0,29048048
8321,2023-06-09,RES2 (+ RES5),Hauts-de-France,10978612569.0,56765588
8322,2023-06-09,RES2WE,Centre-Val de Loire,118481541.0,581212
8323,2023-06-09,RES2WE,Hauts-de-France,266741998.0,1373880
8324,2023-06-09,RES3,Centre-Val de Loire,225812419.0,776504
8325,2023-06-09,RES3,Hauts-de-France,315895247.0,1215572
8326,2023-06-09,RES4,Centre-Val de Loire,221691776.0,934628
8327,2023-06-09,RES4,Hauts-de-France,279542961.0,1246116
8328,2023-06-10,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,65833396.0,42048
8329,2023-06-10,ENT3 (+ ENT4 + ENT5),Hauts-de-France,74854656.0,39987
8330,2023-06-10,PRO1 (+ PRO1WE),Centre-Val de Loire,1246105043.0,4845072
8331,2023-06-10,PRO1 (+ PRO1WE),Hauts-de-France,2702243369.0,9358612
8332,2023-06-10,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1236817602.0,1923932
8333,2023-06-10,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2300850050.0,3476012
8334,2023-06-10,PRO3,Centre-Val de Loire,58687350.0,60480
8335,2023-06-10,PRO3,Hauts-de-France,80423107.0,72332
8336,2023-06-10,PRO4,Centre-Val de Loire,66601210.0,105548
8337,2023-06-10,PRO4,Hauts-de-France,78278335.0,110496
8338,2023-06-10,PRO5,Centre-Val de Loire,198842436.0,1243392
8339,2023-06-10,PRO5,Hauts-de-France,562206737.0,2005680
8340,2023-06-10,RES1 (+ RES1WE),Centre-Val de Loire,2378748855.0,22545592
8341,2023-06-10,RES1 (+ RES1WE),Hauts-de-France,6813294698.0,58509348
8342,2023-06-10,RES11 (+ RES11WE),Centre-Val de Loire,1452616990.0,7034172
8343,2023-06-10,RES11 (+ RES11WE),Hauts-de-France,1944239587.0,9175736
8344,2023-06-10,RES2 (+ RES5),Centre-Val de Loire,6169745822.0,29046692
8345,2023-06-10,RES2 (+ RES5),Hauts-de-France,11377549369.0,56764072
8346,2023-06-10,RES2WE,Centre-Val de Loire,119841780.0,581004
8347,2023-06-10,RES2WE,Hauts-de-France,269317646.0,1373576
8348,2023-06-10,RES3,Centre-Val de Loire,237950090.0,777696
8349,2023-06-10,RES3,Hauts-de-France,336446742.0,1218512
8350,2023-06-10,RES4,Centre-Val de Loire,224924388.0,934320
8351,2023-06-10,RES4,Hauts-de-France,283687625.0,1245984
8352,2023-06-11,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,64386688.0,42048
8353,2023-06-11,ENT3 (+ ENT4 + ENT5),Hauts-de-France,76594972.0,39986
8354,2023-06-11,PRO1 (+ PRO1WE),Centre-Val de Loire,1049376518.0,4844580
8355,2023-06-11,PRO1 (+ PRO1WE),Hauts-de-France,2275677810.0,9358328
8356,2023-06-11,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1076859415.0,1923916
8357,2023-06-11,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2005215324.0,3476008
8358,2023-06-11,PRO3,Centre-Val de Loire,52769750.0,60480
8359,2023-06-11,PRO3,Hauts-de-France,72661838.0,72288
8360,2023-06-11,PRO4,Centre-Val de Loire,62816423.0,105504
8361,2023-06-11,PRO4,Hauts-de-France,73815768.0,110496
8362,2023-06-11,PRO5,Centre-Val de Loire,195519596.0,1243392
8363,2023-06-11,PRO5,Hauts-de-France,552811735.0,2005680
8364,2023-06-11,RES1 (+ RES1WE),Centre-Val de Loire,2461686416.0,22542988
8365,2023-06-11,RES1 (+ RES1WE),Hauts-de-France,7051689921.0,58505876
8366,2023-06-11,RES11 (+ RES11WE),Centre-Val de Loire,1478580452.0,7033820
8367,2023-06-11,RES11 (+ RES11WE),Hauts-de-France,1978562111.0,9174932
8368,2023-06-11,RES2 (+ RES5),Centre-Val de Loire,6306954539.0,29045476
8369,2023-06-11,RES2 (+ RES5),Hauts-de-France,11632407731.0,56762736
8370,2023-06-11,RES2WE,Centre-Val de Loire,134256739.0,581140
8371,2023-06-11,RES2WE,Hauts-de-France,301768854.0,1373104
8372,2023-06-11,RES3,Centre-Val de Loire,241488125.0,778272
8373,2023-06-11,RES3,Hauts-de-France,340995843.0,1219460
8374,2023-06-11,RES4,Centre-Val de Loire,224906139.0,934320
8375,2023-06-11,RES4,Hauts-de-France,283662246.0,1245980
8376,2023-06-12,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,70833800.0,42052
8377,2023-06-12,ENT3 (+ ENT4 + ENT5),Hauts-de-France,76883736.0,39987
8378,2023-06-12,PRO1 (+ PRO1WE),Centre-Val de Loire,1351870122.0,4845112
8379,2023-06-12,PRO1 (+ PRO1WE),Hauts-de-France,2931743639.0,9360712
8380,2023-06-12,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1198458874.0,1924228
8381,2023-06-12,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2229115554.0,3476452
8382,2023-06-12,PRO3,Centre-Val de Loire,58913113.0,60480
8383,2023-06-12,PRO3,Hauts-de-France,76697725.0,72288
8384,2023-06-12,PRO4,Centre-Val de Loire,66942949.0,105500
8385,2023-06-12,PRO4,Hauts-de-France,78699688.0,110496
8386,2023-06-12,PRO5,Centre-Val de Loire,195321448.0,1243396
8387,2023-06-12,PRO5,Hauts-de-France,552206738.0,2005692
8388,2023-06-12,RES1 (+ RES1WE),Centre-Val de Loire,2295853996.0,22543960
8389,2023-06-12,RES1 (+ RES1WE),Hauts-de-France,6578362700.0,58508984
8390,2023-06-12,RES11 (+ RES11WE),Centre-Val de Loire,1415177111.0,7034360
8391,2023-06-12,RES11 (+ RES11WE),Hauts-de-France,1894312809.0,9176624
8392,2023-06-12,RES2 (+ RES5),Centre-Val de Loire,5992567872.0,29047088
8393,2023-06-12,RES2 (+ RES5),Hauts-de-France,11054510138.0,56766336
8394,2023-06-12,RES2WE,Centre-Val de Loire,120137601.0,581144
8395,2023-06-12,RES2WE,Hauts-de-France,270863493.0,1372776
8396,2023-06-12,RES3,Centre-Val de Loire,224640622.0,779004
8397,2023-06-12,RES3,Hauts-de-France,314244017.0,1220480
8398,2023-06-12,RES4,Centre-Val de Loire,216563044.0,934308
8399,2023-06-12,RES4,Hauts-de-France,273197318.0,1245932
8400,2023-06-13,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,73921656.0,42096
8401,2023-06-13,ENT3 (+ ENT4 + ENT5),Hauts-de-France,76466824.0,39987
8402,2023-06-13,PRO1 (+ PRO1WE),Centre-Val de Loire,1424630161.0,4846668
8403,2023-06-13,PRO1 (+ PRO1WE),Hauts-de-France,3090127831.0,9362744
8404,2023-06-13,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1293800469.0,1924272
8405,2023-06-13,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2404982845.0,3476544
8406,2023-06-13,PRO3,Centre-Val de Loire,59342332.0,60480
8407,2023-06-13,PRO3,Hauts-de-France,81286681.0,72284
8408,2023-06-13,PRO4,Centre-Val de Loire,67704608.0,105452
8409,2023-06-13,PRO4,Hauts-de-France,79613913.0,110492
8410,2023-06-13,PRO5,Centre-Val de Loire,195521932.0,1243448
8411,2023-06-13,PRO5,Hauts-de-France,552712587.0,2005824
8412,2023-06-13,RES1 (+ RES1WE),Centre-Val de Loire,2253613744.0,22539380
8413,2023-06-13,RES1 (+ RES1WE),Hauts-de-France,6457509446.0,58499832
8414,2023-06-13,RES11 (+ RES11WE),Centre-Val de Loire,1396074015.0,7035068
8415,2023-06-13,RES11 (+ RES11WE),Hauts-de-France,1867834538.0,9175460
8416,2023-06-13,RES2 (+ RES5),Centre-Val de Loire,5902904101.0,29046855
8417,2023-06-13,RES2 (+ RES5),Hauts-de-France,10888220988.0,56765724
8418,2023-06-13,RES2WE,Centre-Val de Loire,111549034.0,580708
8419,2023-06-13,RES2WE,Hauts-de-France,251638862.0,1373036
8420,2023-06-13,RES3,Centre-Val de Loire,227402649.0,781428
8421,2023-06-13,RES3,Hauts-de-France,321657523.0,1223632
8422,2023-06-13,RES4,Centre-Val de Loire,214798345.0,934168
8423,2023-06-13,RES4,Hauts-de-France,270983046.0,1245884
8424,2023-06-14,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,76929680.0,42100
8425,2023-06-14,ENT3 (+ ENT4 + ENT5),Hauts-de-France,77644456.0,39987
8426,2023-06-14,PRO1 (+ PRO1WE),Centre-Val de Loire,1416604907.0,4847364
8427,2023-06-14,PRO1 (+ PRO1WE),Hauts-de-France,3072021795.0,9363008
8428,2023-06-14,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1287238424.0,1924268
8429,2023-06-14,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2394249034.0,3477028
8430,2023-06-14,PRO3,Centre-Val de Loire,59443336.0,60480
8431,2023-06-14,PRO3,Hauts-de-France,82185052.0,72244
8432,2023-06-14,PRO4,Centre-Val de Loire,69582526.0,105408
8433,2023-06-14,PRO4,Hauts-de-France,81851280.0,110448
8434,2023-06-14,PRO5,Centre-Val de Loire,194928478.0,1243552
8435,2023-06-14,PRO5,Hauts-de-France,550846809.0,2005824
8436,2023-06-14,RES1 (+ RES1WE),Centre-Val de Loire,2297857527.0,22536296
8437,2023-06-14,RES1 (+ RES1WE),Hauts-de-France,6585101778.0,58496824
8438,2023-06-14,RES11 (+ RES11WE),Centre-Val de Loire,1430319711.0,7036048
8439,2023-06-14,RES11 (+ RES11WE),Hauts-de-France,1913455501.0,9176288
8440,2023-06-14,RES2 (+ RES5),Centre-Val de Loire,6007806237.0,29046428
8441,2023-06-14,RES2 (+ RES5),Hauts-de-France,11084681929.0,56771052
8442,2023-06-14,RES2WE,Centre-Val de Loire,112837231.0,580780
8443,2023-06-14,RES2WE,Hauts-de-France,254373167.0,1372964
8444,2023-06-14,RES3,Centre-Val de Loire,232116238.0,783560
8445,2023-06-14,RES3,Hauts-de-France,327769261.0,1225580
8446,2023-06-14,RES4,Centre-Val de Loire,218674542.0,934076
8447,2023-06-14,RES4,Hauts-de-France,275941515.0,1245816
8448,2023-06-15,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,77320024.0,42148
8449,2023-06-15,ENT3 (+ ENT4 + ENT5),Hauts-de-France,76743344.0,39986
8450,2023-06-15,PRO1 (+ PRO1WE),Centre-Val de Loire,1426901337.0,4847772
8451,2023-06-15,PRO1 (+ PRO1WE),Hauts-de-France,3097024523.0,9365300
8452,2023-06-15,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1317642966.0,1924244
8453,2023-06-15,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2450280871.0,3476512
8454,2023-06-15,PRO3,Centre-Val de Loire,60766919.0,60480
8455,2023-06-15,PRO3,Hauts-de-France,83998913.0,72288
8456,2023-06-15,PRO4,Centre-Val de Loire,72463697.0,105404
8457,2023-06-15,PRO4,Hauts-de-France,85242470.0,110440
8458,2023-06-15,PRO5,Centre-Val de Loire,194620965.0,1243732
8459,2023-06-15,PRO5,Hauts-de-France,549931343.0,2005828
8460,2023-06-15,RES1 (+ RES1WE),Centre-Val de Loire,2241763516.0,22534640
8461,2023-06-15,RES1 (+ RES1WE),Hauts-de-France,6424718679.0,58495188
8462,2023-06-15,RES11 (+ RES11WE),Centre-Val de Loire,1407223129.0,7035720
8463,2023-06-15,RES11 (+ RES11WE),Hauts-de-France,1882378532.0,9177180
8464,2023-06-15,RES2 (+ RES5),Centre-Val de Loire,5890991940.0,29048688
8465,2023-06-15,RES2 (+ RES5),Hauts-de-France,10865255154.0,56776392
8466,2023-06-15,RES2WE,Centre-Val de Loire,111376025.0,581076
8467,2023-06-15,RES2WE,Hauts-de-France,250860095.0,1372612
8468,2023-06-15,RES3,Centre-Val de Loire,230168650.0,785344
8469,2023-06-15,RES3,Hauts-de-France,324958277.0,1227844
8470,2023-06-15,RES4,Centre-Val de Loire,215694376.0,934012
8471,2023-06-15,RES4,Hauts-de-France,272199428.0,1245532
8472,2023-06-16,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,77031360.0,42192
8473,2023-06-16,ENT3 (+ ENT4 + ENT5),Hauts-de-France,77639852.0,39978
8474,2023-06-16,PRO1 (+ PRO1WE),Centre-Val de Loire,1441920228.0,4847776
8475,2023-06-16,PRO1 (+ PRO1WE),Hauts-de-France,3130681789.0,9369108
8476,2023-06-16,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1346226483.0,1924440
8477,2023-06-16,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2505005327.0,3476116
8478,2023-06-16,PRO3,Centre-Val de Loire,62552915.0,60480
8479,2023-06-16,PRO3,Hauts-de-France,86423824.0,72288
8480,2023-06-16,PRO4,Centre-Val de Loire,74245406.0,105356
8481,2023-06-16,PRO4,Hauts-de-France,87357998.0,110352
8482,2023-06-16,PRO5,Centre-Val de Loire,197664875.0,1243776
8483,2023-06-16,PRO5,Hauts-de-France,558690675.0,2005864
8484,2023-06-16,RES1 (+ RES1WE),Centre-Val de Loire,2270280975.0,22532828
8485,2023-06-16,RES1 (+ RES1WE),Hauts-de-France,6505136496.0,58489108
8486,2023-06-16,RES11 (+ RES11WE),Centre-Val de Loire,1415679697.0,7035912
8487,2023-06-16,RES11 (+ RES11WE),Hauts-de-France,1893396338.0,9177252
8488,2023-06-16,RES2 (+ RES5),Centre-Val de Loire,5921702622.0,29050800
8489,2023-06-16,RES2 (+ RES5),Hauts-de-France,10920188171.0,56781615
8490,2023-06-16,RES2WE,Centre-Val de Loire,117676791.0,580944
8491,2023-06-16,RES2WE,Hauts-de-France,264449804.0,1372160
8492,2023-06-16,RES3,Centre-Val de Loire,235072960.0,786672
8493,2023-06-16,RES3,Hauts-de-France,331643897.0,1230172
8494,2023-06-16,RES4,Centre-Val de Loire,217798262.0,933780
8495,2023-06-16,RES4,Hauts-de-France,274824860.0,1245304
8496,2023-06-17,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,71257372.0,42192
8497,2023-06-17,ENT3 (+ ENT4 + ENT5),Hauts-de-France,71542488.0,39890
8498,2023-06-17,PRO1 (+ PRO1WE),Centre-Val de Loire,1258965287.0,4846352
8499,2023-06-17,PRO1 (+ PRO1WE),Hauts-de-France,2732992095.0,9367836
8500,2023-06-17,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1260822585.0,1924172
8501,2023-06-17,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2347864668.0,3475608
8502,2023-06-17,PRO3,Centre-Val de Loire,61268684.0,60480
8503,2023-06-17,PRO3,Hauts-de-France,84580877.0,72288
8504,2023-06-17,PRO4,Centre-Val de Loire,71855352.0,105312
8505,2023-06-17,PRO4,Hauts-de-France,84624008.0,110352
8506,2023-06-17,PRO5,Centre-Val de Loire,198902821.0,1243776
8507,2023-06-17,PRO5,Hauts-de-France,562160686.0,2005776
8508,2023-06-17,RES1 (+ RES1WE),Centre-Val de Loire,2383690503.0,22531980
8509,2023-06-17,RES1 (+ RES1WE),Hauts-de-France,6828104364.0,58481364
8510,2023-06-17,RES11 (+ RES11WE),Centre-Val de Loire,1468927523.0,7035136
8511,2023-06-17,RES11 (+ RES11WE),Hauts-de-France,1963992016.0,9176584
8512,2023-06-17,RES2 (+ RES5),Centre-Val de Loire,6146730990.0,29050728
8513,2023-06-17,RES2 (+ RES5),Hauts-de-France,11330300375.0,56783884
8514,2023-06-17,RES2WE,Centre-Val de Loire,119024581.0,580944
8515,2023-06-17,RES2WE,Hauts-de-France,267026160.0,1372492
8516,2023-06-17,RES3,Centre-Val de Loire,243208437.0,787760
8517,2023-06-17,RES3,Hauts-de-France,342874013.0,1232144
8518,2023-06-17,RES4,Centre-Val de Loire,223203236.0,933644
8519,2023-06-17,RES4,Hauts-de-France,281634382.0,1245208
8520,2023-06-18,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,63649848.0,42196
8521,2023-06-18,ENT3 (+ ENT4 + ENT5),Hauts-de-France,68905644.0,39890
8522,2023-06-18,PRO1 (+ PRO1WE),Centre-Val de Loire,1054688259.0,4846264
8523,2023-06-18,PRO1 (+ PRO1WE),Hauts-de-France,2289891657.0,9367376
8524,2023-06-18,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1089327881.0,1924144
8525,2023-06-18,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2029755251.0,3475376
8526,2023-06-18,PRO3,Centre-Val de Loire,53520288.0,60480
8527,2023-06-18,PRO3,Hauts-de-France,73835236.0,72288
8528,2023-06-18,PRO4,Centre-Val de Loire,63355777.0,105312
8529,2023-06-18,PRO4,Hauts-de-France,74578880.0,110352
8530,2023-06-18,PRO5,Centre-Val de Loire,196280331.0,1243780
8531,2023-06-18,PRO5,Hauts-de-France,554774744.0,2005780
8532,2023-06-18,RES1 (+ RES1WE),Centre-Val de Loire,2472393168.0,22529196
8533,2023-06-18,RES1 (+ RES1WE),Hauts-de-France,7083369756.0,58477364
8534,2023-06-18,RES11 (+ RES11WE),Centre-Val de Loire,1496298618.0,7035420
8535,2023-06-18,RES11 (+ RES11WE),Hauts-de-France,2000842219.0,9176580
8536,2023-06-18,RES2 (+ RES5),Centre-Val de Loire,6264010683.0,29050116
8537,2023-06-18,RES2 (+ RES5),Hauts-de-France,11549711999.0,56784024
8538,2023-06-18,RES2WE,Centre-Val de Loire,132011802.0,580948
8539,2023-06-18,RES2WE,Hauts-de-France,296547536.0,1372276
8540,2023-06-18,RES3,Centre-Val de Loire,247580607.0,788164
8541,2023-06-18,RES3,Hauts-de-France,348892739.0,1233084
8542,2023-06-18,RES4,Centre-Val de Loire,223795149.0,933600
8543,2023-06-18,RES4,Hauts-de-France,282386513.0,1245120
8544,2023-06-19,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,65409872.0,42244
8545,2023-06-19,ENT3 (+ ENT4 + ENT5),Hauts-de-France,72957568.0,39891
8546,2023-06-19,PRO1 (+ PRO1WE),Centre-Val de Loire,1359230064.0,4847216
8547,2023-06-19,PRO1 (+ PRO1WE),Hauts-de-France,2951305757.0,9372684
8548,2023-06-19,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1207546092.0,1924320
8549,2023-06-19,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2247268897.0,3475704
8550,2023-06-19,PRO3,Centre-Val de Loire,55968295.0,60480
8551,2023-06-19,PRO3,Hauts-de-France,77302146.0,72280
8552,2023-06-19,PRO4,Centre-Val de Loire,62781654.0,105304
8553,2023-06-19,PRO4,Hauts-de-France,73855968.0,110352
8554,2023-06-19,PRO5,Centre-Val de Loire,195278037.0,1243820
8555,2023-06-19,PRO5,Hauts-de-France,552027057.0,2005828
8556,2023-06-19,RES1 (+ RES1WE),Centre-Val de Loire,2331972272.0,22531604
8557,2023-06-19,RES1 (+ RES1WE),Hauts-de-France,6681922195.0,58480928
8558,2023-06-19,RES11 (+ RES11WE),Centre-Val de Loire,1439130417.0,7036672
8559,2023-06-19,RES11 (+ RES11WE),Hauts-de-France,1924923877.0,9177572
8560,2023-06-19,RES2 (+ RES5),Centre-Val de Loire,6017514520.0,29051964
8561,2023-06-19,RES2 (+ RES5),Hauts-de-France,11097382690.0,56788192
8562,2023-06-19,RES2WE,Centre-Val de Loire,116836481.0,580992
8563,2023-06-19,RES2WE,Hauts-de-France,263049818.0,1372332
8564,2023-06-19,RES3,Centre-Val de Loire,235841420.0,788916
8565,2023-06-19,RES3,Hauts-de-France,332646853.0,1234052
8566,2023-06-19,RES4,Centre-Val de Loire,215692278.0,933588
8567,2023-06-19,RES4,Hauts-de-France,272134646.0,1245108
8568,2023-06-20,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,65408464.0,42288
8569,2023-06-20,ENT3 (+ ENT4 + ENT5),Hauts-de-France,72719108.0,39890
8570,2023-06-20,PRO1 (+ PRO1WE),Centre-Val de Loire,1449121454.0,4847148
8571,2023-06-20,PRO1 (+ PRO1WE),Hauts-de-France,3147206133.0,9375132
8572,2023-06-20,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1315890682.0,1924300
8573,2023-06-20,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2448461005.0,3475424
8574,2023-06-20,PRO3,Centre-Val de Loire,58951399.0,60480
8575,2023-06-20,PRO3,Hauts-de-France,81503342.0,72192
8576,2023-06-20,PRO4,Centre-Val de Loire,62957464.0,105216
8577,2023-06-20,PRO4,Hauts-de-France,74058046.0,110352
8578,2023-06-20,PRO5,Centre-Val de Loire,195099905.0,1243776
8579,2023-06-20,PRO5,Hauts-de-France,551480728.0,2005864
8580,2023-06-20,RES1 (+ RES1WE),Centre-Val de Loire,2299276026.0,22527524
8581,2023-06-20,RES1 (+ RES1WE),Hauts-de-France,6589055434.0,58476660
8582,2023-06-20,RES11 (+ RES11WE),Centre-Val de Loire,1416983629.0,7037440
8583,2023-06-20,RES11 (+ RES11WE),Hauts-de-France,1895365011.0,9178428
8584,2023-06-20,RES2 (+ RES5),Centre-Val de Loire,5930682772.0,29050508
8585,2023-06-20,RES2 (+ RES5),Hauts-de-France,10940865150.0,56790780
8586,2023-06-20,RES2WE,Centre-Val de Loire,110437113.0,580996
8587,2023-06-20,RES2WE,Hauts-de-France,248570249.0,1372480
8588,2023-06-20,RES3,Centre-Val de Loire,235035559.0,791016
8589,2023-06-20,RES3,Hauts-de-France,331479881.0,1237628
8590,2023-06-20,RES4,Centre-Val de Loire,212678413.0,933440
8591,2023-06-20,RES4,Hauts-de-France,268319055.0,1244972
8592,2023-06-21,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,66816208.0,42284
8593,2023-06-21,ENT3 (+ ENT4 + ENT5),Hauts-de-France,73932072.0,39891
8594,2023-06-21,PRO1 (+ PRO1WE),Centre-Val de Loire,1448096741.0,4849732
8595,2023-06-21,PRO1 (+ PRO1WE),Hauts-de-France,3145499276.0,9376704
8596,2023-06-21,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1315217811.0,1922644
8597,2023-06-21,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2449004813.0,3475948
8598,2023-06-21,PRO3,Centre-Val de Loire,59076865.0,60480
8599,2023-06-21,PRO3,Hauts-de-France,81679025.0,72192
8600,2023-06-21,PRO4,Centre-Val de Loire,62484721.0,105216
8601,2023-06-21,PRO4,Hauts-de-France,73526897.0,110348
8602,2023-06-21,PRO5,Centre-Val de Loire,197294030.0,1243776
8603,2023-06-21,PRO5,Hauts-de-France,557666505.0,2005772
8604,2023-06-21,RES1 (+ RES1WE),Centre-Val de Loire,2351847075.0,22526540
8605,2023-06-21,RES1 (+ RES1WE),Hauts-de-France,6740259739.0,58472164
8606,2023-06-21,RES11 (+ RES11WE),Centre-Val de Loire,1443779316.0,7038192
8607,2023-06-21,RES11 (+ RES11WE),Hauts-de-France,1931288483.0,9179732
8608,2023-06-21,RES2 (+ RES5),Centre-Val de Loire,6053189020.0,29050504
8609,2023-06-21,RES2 (+ RES5),Hauts-de-France,11165424449.0,56794348
8610,2023-06-21,RES2WE,Centre-Val de Loire,111193629.0,581088
8611,2023-06-21,RES2WE,Hauts-de-France,250196726.0,1372656
8612,2023-06-21,RES3,Centre-Val de Loire,239707266.0,792472
8613,2023-06-21,RES3,Hauts-de-France,337867324.0,1239864
8614,2023-06-21,RES4,Centre-Val de Loire,214716611.0,933252
8615,2023-06-21,RES4,Hauts-de-France,270971815.0,1244916
8616,2023-06-22,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,65548588.0,42240
8617,2023-06-22,ENT3 (+ ENT4 + ENT5),Hauts-de-France,71052784.0,39890
8618,2023-06-22,PRO1 (+ PRO1WE),Centre-Val de Loire,1454779752.0,4865184
8619,2023-06-22,PRO1 (+ PRO1WE),Hauts-de-France,3144713842.0,9369356
8620,2023-06-22,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1311915791.0,1906872
8621,2023-06-22,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2450197170.0,3483664
8622,2023-06-22,PRO3,Centre-Val de Loire,58692622.0,60480
8623,2023-06-22,PRO3,Hauts-de-France,81124063.0,72192
8624,2023-06-22,PRO4,Centre-Val de Loire,61705755.0,105216
8625,2023-06-22,PRO4,Hauts-de-France,72604329.0,110304
8626,2023-06-22,PRO5,Centre-Val de Loire,197216819.0,1243792
8627,2023-06-22,PRO5,Hauts-de-France,557299203.0,2005736
8628,2023-06-22,RES1 (+ RES1WE),Centre-Val de Loire,2297364427.0,22524820
8629,2023-06-22,RES1 (+ RES1WE),Hauts-de-France,6583617601.0,58470548
8630,2023-06-22,RES11 (+ RES11WE),Centre-Val de Loire,1433485442.0,7038740
8631,2023-06-22,RES11 (+ RES11WE),Hauts-de-France,1917350879.0,9181096
8632,2023-06-22,RES2 (+ RES5),Centre-Val de Loire,5946140764.0,29050971
