,DATE,Profil,Région,Total énergie soutirée (Wh),Nb points soutirage
3516,2022-08-24,RES1 (+ RES1WE),Centre-Val de Loire,2431598185.0,22860944
3517,2022-08-24,RES1 (+ RES1WE),Hauts-de-France,6855640352.0,59048192
3518,2022-08-24,RES11 (+ RES11WE),Centre-Val de Loire,1466678096.0,6934648
3519,2022-08-24,RES11 (+ RES11WE),Hauts-de-France,1852800714.0,8989288
3520,2022-08-24,RES2 (+ RES5),Centre-Val de Loire,6142975562.0,28800452
3521,2022-08-24,RES2 (+ RES5),Hauts-de-France,10944608991.0,56168724
3522,2022-08-24,RES2WE,Centre-Val de Loire,107557888.0,550332
3523,2022-08-24,RES2WE,Hauts-de-France,237296555.0,1319116
3524,2022-08-24,RES3,Centre-Val de Loire,151660008.0,431176
3525,2022-08-24,RES3,Hauts-de-France,202345224.0,693988
3526,2022-08-24,RES4,Centre-Val de Loire,254465206.0,973860
3527,2022-08-24,RES4,Hauts-de-France,301868160.0,1286828
3528,2022-08-25,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,78546344.0,42528
3529,2022-08-25,ENT3 (+ ENT4 + ENT5),Hauts-de-France,78090836.0,41280
3530,2022-08-25,PRO1 (+ PRO1WE),Centre-Val de Loire,1428910485.0,4835320
3531,2022-08-25,PRO1 (+ PRO1WE),Hauts-de-France,3043158503.0,9258396
3532,2022-08-25,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1354853350.0,1960788
3533,2022-08-25,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2545504265.0,3553120
3534,2022-08-25,PRO3,Centre-Val de Loire,68795912.0,65040
3535,2022-08-25,PRO3,Hauts-de-France,92739049.0,80112
3536,2022-08-25,PRO4,Centre-Val de Loire,70334418.0,111216
3537,2022-08-25,PRO4,Hauts-de-France,84034614.0,117168
3538,2022-08-25,PRO5,Centre-Val de Loire,341447400.0,1210848
3539,2022-08-25,PRO5,Hauts-de-France,931553285.0,1991520
3540,2022-08-25,RES1 (+ RES1WE),Centre-Val de Loire,2428624709.0,22864960
3541,2022-08-25,RES1 (+ RES1WE),Hauts-de-France,6861994801.0,59056964
3542,2022-08-25,RES11 (+ RES11WE),Centre-Val de Loire,1459424694.0,6934008
3543,2022-08-25,RES11 (+ RES11WE),Hauts-de-France,1853784979.0,8988752
3544,2022-08-25,RES2 (+ RES5),Centre-Val de Loire,6113152859.0,28807584
3545,2022-08-25,RES2 (+ RES5),Hauts-de-France,10927386644.0,56180524
3546,2022-08-25,RES2WE,Centre-Val de Loire,105847020.0,549872
3547,2022-08-25,RES2WE,Hauts-de-France,234034619.0,1318304
3548,2022-08-25,RES3,Centre-Val de Loire,151660112.0,431096
3549,2022-08-25,RES3,Hauts-de-France,203381731.0,694036
3550,2022-08-25,RES4,Centre-Val de Loire,253972968.0,973708
3551,2022-08-25,RES4,Hauts-de-France,301951999.0,1286772
3552,2022-08-26,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,77013376.0,42528
3553,2022-08-26,ENT3 (+ ENT4 + ENT5),Hauts-de-France,76254880.0,41280
3554,2022-08-26,PRO1 (+ PRO1WE),Centre-Val de Loire,1405248918.0,4838336
3555,2022-08-26,PRO1 (+ PRO1WE),Hauts-de-France,2995146284.0,9258452
3556,2022-08-26,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1355338759.0,1960636
3557,2022-08-26,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2548096626.0,3552728
3558,2022-08-26,PRO3,Centre-Val de Loire,68488477.0,65040
3559,2022-08-26,PRO3,Hauts-de-France,92627454.0,80108
3560,2022-08-26,PRO4,Centre-Val de Loire,70673529.0,111216
3561,2022-08-26,PRO4,Hauts-de-France,85064219.0,117168
3562,2022-08-26,PRO5,Centre-Val de Loire,346667970.0,1210848
3563,2022-08-26,PRO5,Hauts-de-France,944869867.0,1991520
3564,2022-08-26,RES1 (+ RES1WE),Centre-Val de Loire,2404106406.0,22870468
3565,2022-08-26,RES1 (+ RES1WE),Hauts-de-France,6796366503.0,59062744
3566,2022-08-26,RES11 (+ RES11WE),Centre-Val de Loire,1473393377.0,6933672
3567,2022-08-26,RES11 (+ RES11WE),Hauts-de-France,1873640661.0,8989624
3568,2022-08-26,RES2 (+ RES5),Centre-Val de Loire,6118427281.0,28814304
3569,2022-08-26,RES2 (+ RES5),Hauts-de-France,10947155971.0,56196596
3570,2022-08-26,RES2WE,Centre-Val de Loire,111970025.0,549100
3571,2022-08-26,RES2WE,Hauts-de-France,248858214.0,1317416
3572,2022-08-26,RES3,Centre-Val de Loire,152626722.0,431200
3573,2022-08-26,RES3,Hauts-de-France,204678689.0,694092
3574,2022-08-26,RES4,Centre-Val de Loire,250630421.0,973484
3575,2022-08-26,RES4,Hauts-de-France,298325636.0,1286636
3576,2022-08-27,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,68128340.0,42528
3577,2022-08-27,ENT3 (+ ENT4 + ENT5),Hauts-de-France,68315792.0,41280
3578,2022-08-27,PRO1 (+ PRO1WE),Centre-Val de Loire,1238763651.0,4837592
3579,2022-08-27,PRO1 (+ PRO1WE),Hauts-de-France,2644424460.0,9257588
3580,2022-08-27,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1263441314.0,1960408
3581,2022-08-27,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2382499033.0,3552252
3582,2022-08-27,PRO3,Centre-Val de Loire,64803984.0,65040
3583,2022-08-27,PRO3,Hauts-de-France,89066821.0,80064
3584,2022-08-27,PRO4,Centre-Val de Loire,66993349.0,111216
3585,2022-08-27,PRO4,Hauts-de-France,82474263.0,117168
3586,2022-08-27,PRO5,Centre-Val de Loire,350725424.0,1210848
3587,2022-08-27,PRO5,Hauts-de-France,955249502.0,1991520
3588,2022-08-27,RES1 (+ RES1WE),Centre-Val de Loire,2430693661.0,22871020
3589,2022-08-27,RES1 (+ RES1WE),Hauts-de-France,6870906229.0,59065516
3590,2022-08-27,RES11 (+ RES11WE),Centre-Val de Loire,1493126393.0,6932828
3591,2022-08-27,RES11 (+ RES11WE),Hauts-de-France,1899096118.0,8989536
3592,2022-08-27,RES2 (+ RES5),Centre-Val de Loire,6204831008.0,28818528
3593,2022-08-27,RES2 (+ RES5),Hauts-de-France,11108670399.0,56207704
3594,2022-08-27,RES2WE,Centre-Val de Loire,110952972.0,548304
3595,2022-08-27,RES2WE,Hauts-de-France,250556067.0,1315268
3596,2022-08-27,RES3,Centre-Val de Loire,154412886.0,431392
3597,2022-08-27,RES3,Hauts-de-France,206907721.0,694248
3598,2022-08-27,RES4,Centre-Val de Loire,253370345.0,973440
3599,2022-08-27,RES4,Hauts-de-France,302880574.0,1286596
3600,2022-08-28,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,69698176.0,42528
3601,2022-08-28,ENT3 (+ ENT4 + ENT5),Hauts-de-France,71947004.0,41280
3602,2022-08-28,PRO1 (+ PRO1WE),Centre-Val de Loire,1062176768.0,4837164
3603,2022-08-28,PRO1 (+ PRO1WE),Hauts-de-France,2277294521.0,9257408
3604,2022-08-28,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1117335745.0,1960304
3605,2022-08-28,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2117491086.0,3551828
3606,2022-08-28,PRO3,Centre-Val de Loire,58727421.0,65040
3607,2022-08-28,PRO3,Hauts-de-France,81511480.0,80064
3608,2022-08-28,PRO4,Centre-Val de Loire,63250650.0,111216
3609,2022-08-28,PRO4,Hauts-de-France,78932236.0,117168
3610,2022-08-28,PRO5,Centre-Val de Loire,350989444.0,1210856
3611,2022-08-28,PRO5,Hauts-de-France,955712278.0,1991528
3612,2022-08-28,RES1 (+ RES1WE),Centre-Val de Loire,2505254085.0,22871552
3613,2022-08-28,RES1 (+ RES1WE),Hauts-de-France,7117226841.0,59063628
3614,2022-08-28,RES11 (+ RES11WE),Centre-Val de Loire,1510603936.0,6932360
3615,2022-08-28,RES11 (+ RES11WE),Hauts-de-France,1940896110.0,8989708
3616,2022-08-28,RES2 (+ RES5),Centre-Val de Loire,6299696612.0,28819184
3617,2022-08-28,RES2 (+ RES5),Hauts-de-France,11357486123.0,56212652
3618,2022-08-28,RES2WE,Centre-Val de Loire,122675356.0,547728
3619,2022-08-28,RES2WE,Hauts-de-France,277899189.0,1313792
3620,2022-08-28,RES3,Centre-Val de Loire,154898934.0,431580
3621,2022-08-28,RES3,Hauts-de-France,209441594.0,694520
3622,2022-08-28,RES4,Centre-Val de Loire,251155147.0,973436
3623,2022-08-28,RES4,Hauts-de-France,301588293.0,1286640
3624,2022-08-29,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,76164624.0,42528
3625,2022-08-29,ENT3 (+ ENT4 + ENT5),Hauts-de-France,75767372.0,41280
3626,2022-08-29,PRO1 (+ PRO1WE),Centre-Val de Loire,1371349780.0,4837336
3627,2022-08-29,PRO1 (+ PRO1WE),Hauts-de-France,2940031210.0,9258688
3628,2022-08-29,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1258310872.0,1960112
3629,2022-08-29,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2385593598.0,3551456
3630,2022-08-29,PRO3,Centre-Val de Loire,63729787.0,65040
3631,2022-08-29,PRO3,Hauts-de-France,88563772.0,80060
3632,2022-08-29,PRO4,Centre-Val de Loire,67540063.0,111216
3633,2022-08-29,PRO4,Hauts-de-France,84381064.0,117168
3634,2022-08-29,PRO5,Centre-Val de Loire,351587251.0,1210936
3635,2022-08-29,PRO5,Hauts-de-France,957331180.0,1991636
3636,2022-08-29,RES1 (+ RES1WE),Centre-Val de Loire,2456802531.0,22879964
3637,2022-08-29,RES1 (+ RES1WE),Hauts-de-France,6978559025.0,59080552
3638,2022-08-29,RES11 (+ RES11WE),Centre-Val de Loire,1477068520.0,6933528
3639,2022-08-29,RES11 (+ RES11WE),Hauts-de-France,1898084098.0,8991612
3640,2022-08-29,RES2 (+ RES5),Centre-Val de Loire,6198544186.0,28827084
3641,2022-08-29,RES2 (+ RES5),Hauts-de-France,11173706580.0,56228538
3642,2022-08-29,RES2WE,Centre-Val de Loire,109386139.0,547172
3643,2022-08-29,RES2WE,Hauts-de-France,243689238.0,1312484
3644,2022-08-29,RES3,Centre-Val de Loire,150175587.0,431756
3645,2022-08-29,RES3,Hauts-de-France,203088715.0,694668
3646,2022-08-29,RES4,Centre-Val de Loire,244380612.0,973392
3647,2022-08-29,RES4,Hauts-de-France,293472911.0,1286620
3648,2022-08-30,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,78780828.0,42528
3649,2022-08-30,ENT3 (+ ENT4 + ENT5),Hauts-de-France,77805764.0,41280
3650,2022-08-30,PRO1 (+ PRO1WE),Centre-Val de Loire,1462216442.0,4837776
3651,2022-08-30,PRO1 (+ PRO1WE),Hauts-de-France,3135066009.0,9257340
3652,2022-08-30,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1354121401.0,1959916
3653,2022-08-30,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2568013991.0,3550692
3654,2022-08-30,PRO3,Centre-Val de Loire,66580426.0,65036
3655,2022-08-30,PRO3,Hauts-de-France,92463817.0,80016
3656,2022-08-30,PRO4,Centre-Val de Loire,69125034.0,111216
3657,2022-08-30,PRO4,Hauts-de-France,86455590.0,117164
3658,2022-08-30,PRO5,Centre-Val de Loire,353471733.0,1210852
3659,2022-08-30,PRO5,Hauts-de-France,962743361.0,1991848
3660,2022-08-30,RES1 (+ RES1WE),Centre-Val de Loire,2418310401.0,22881668
3661,2022-08-30,RES1 (+ RES1WE),Hauts-de-France,6870097228.0,59085528
3662,2022-08-30,RES11 (+ RES11WE),Centre-Val de Loire,1451102331.0,6933828
3663,2022-08-30,RES11 (+ RES11WE),Hauts-de-France,1865021685.0,8991800
3664,2022-08-30,RES2 (+ RES5),Centre-Val de Loire,6104914793.0,28835288
3665,2022-08-30,RES2 (+ RES5),Hauts-de-France,11008990800.0,56242304
3666,2022-08-30,RES2WE,Centre-Val de Loire,104710578.0,546820
3667,2022-08-30,RES2WE,Hauts-de-France,233411982.0,1311560
3668,2022-08-30,RES3,Centre-Val de Loire,148361952.0,432288
3669,2022-08-30,RES3,Hauts-de-France,200526371.0,695368
3670,2022-08-30,RES4,Centre-Val de Loire,241545877.0,973384
3671,2022-08-30,RES4,Hauts-de-France,290150472.0,1286372
3672,2022-08-31,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,77256968.0,42532
3673,2022-08-31,ENT3 (+ ENT4 + ENT5),Hauts-de-France,76940660.0,41280
3674,2022-08-31,PRO1 (+ PRO1WE),Centre-Val de Loire,1438235160.0,4837824
3675,2022-08-31,PRO1 (+ PRO1WE),Hauts-de-France,3084518518.0,9257996
3676,2022-08-31,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1342680240.0,1959656
3677,2022-08-31,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2545357436.0,3549932
3678,2022-08-31,PRO3,Centre-Val de Loire,65942781.0,64992
3679,2022-08-31,PRO3,Hauts-de-France,91746604.0,80012
3680,2022-08-31,PRO4,Centre-Val de Loire,69684169.0,111216
3681,2022-08-31,PRO4,Hauts-de-France,87152521.0,117112
3682,2022-08-31,PRO5,Centre-Val de Loire,355626339.0,1210896
3683,2022-08-31,PRO5,Hauts-de-France,968445372.0,1991752
3684,2022-08-31,RES1 (+ RES1WE),Centre-Val de Loire,2408379399.0,22883428
3685,2022-08-31,RES1 (+ RES1WE),Hauts-de-France,6843657652.0,59089120
3686,2022-08-31,RES11 (+ RES11WE),Centre-Val de Loire,1454548992.0,6934176
3687,2022-08-31,RES11 (+ RES11WE),Hauts-de-France,1870371305.0,8992224
3688,2022-08-31,RES2 (+ RES5),Centre-Val de Loire,6123503149.0,28843080
3689,2022-08-31,RES2 (+ RES5),Hauts-de-France,11050915462.0,56255208
3690,2022-08-31,RES2WE,Centre-Val de Loire,106385396.0,546240
3691,2022-08-31,RES2WE,Hauts-de-France,237379795.0,1310536
3692,2022-08-31,RES3,Centre-Val de Loire,146910416.0,432860
3693,2022-08-31,RES3,Hauts-de-France,198511706.0,695888
3694,2022-08-31,RES4,Centre-Val de Loire,240640063.0,973280
3695,2022-08-31,RES4,Hauts-de-France,289116582.0,1286048
3696,2022-09-01,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,73161392.0,42576
3697,2022-09-01,ENT3 (+ ENT4 + ENT5),Hauts-de-France,84734164.0,41280
3698,2022-09-01,PRO1 (+ PRO1WE),Centre-Val de Loire,1464310118.0,4838104
3699,2022-09-01,PRO1 (+ PRO1WE),Hauts-de-France,3148969632.0,9258024
3700,2022-09-01,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1370141140.0,1959160
3701,2022-09-01,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2602480738.0,3548300
3702,2022-09-01,PRO3,Centre-Val de Loire,66532069.0,64992
3703,2022-09-01,PRO3,Hauts-de-France,92865906.0,79968
3704,2022-09-01,PRO4,Centre-Val de Loire,70601106.0,111216
3705,2022-09-01,PRO4,Hauts-de-France,88233971.0,117024
3706,2022-09-01,PRO5,Centre-Val de Loire,358970911.0,1210900
3707,2022-09-01,PRO5,Hauts-de-France,976341114.0,1991656
3708,2022-09-01,RES1 (+ RES1WE),Centre-Val de Loire,2368616339.0,22882608
3709,2022-09-01,RES1 (+ RES1WE),Hauts-de-France,6747742000.0,59090316
3710,2022-09-01,RES11 (+ RES11WE),Centre-Val de Loire,1425484475.0,6933508
3711,2022-09-01,RES11 (+ RES11WE),Hauts-de-France,1844293465.0,8990108
3712,2022-09-01,RES2 (+ RES5),Centre-Val de Loire,6058428324.0,28846600
3713,2022-09-01,RES2 (+ RES5),Hauts-de-France,10971818173.0,56260124
3714,2022-09-01,RES2WE,Centre-Val de Loire,104197928.0,545152
3715,2022-09-01,RES2WE,Hauts-de-France,233403698.0,1309740
3716,2022-09-01,RES3,Centre-Val de Loire,145715012.0,433372
3717,2022-09-01,RES3,Hauts-de-France,197603193.0,696780
3718,2022-09-01,RES4,Centre-Val de Loire,237198618.0,973080
3719,2022-09-01,RES4,Hauts-de-France,285901941.0,1285852
3720,2022-09-02,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,70315272.0,42576
3721,2022-09-02,ENT3 (+ ENT4 + ENT5),Hauts-de-France,83488900.0,41280
3722,2022-09-02,PRO1 (+ PRO1WE),Centre-Val de Loire,1455592056.0,4835252
3723,2022-09-02,PRO1 (+ PRO1WE),Hauts-de-France,3136089334.0,9258724
3724,2022-09-02,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1379671738.0,1958512
3725,2022-09-02,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2624092702.0,3542456
3726,2022-09-02,PRO3,Centre-Val de Loire,65496593.0,64992
3727,2022-09-02,PRO3,Hauts-de-France,91249184.0,79968
3728,2022-09-02,PRO4,Centre-Val de Loire,69946807.0,111216
3729,2022-09-02,PRO4,Hauts-de-France,87262071.0,117024
3730,2022-09-02,PRO5,Centre-Val de Loire,364477744.0,1210944
3731,2022-09-02,PRO5,Hauts-de-France,989925236.0,1991564
3732,2022-09-02,RES1 (+ RES1WE),Centre-Val de Loire,2357197261.0,22879360
3733,2022-09-02,RES1 (+ RES1WE),Hauts-de-France,6720521080.0,59084528
3734,2022-09-02,RES11 (+ RES11WE),Centre-Val de Loire,1415556965.0,6931888
3735,2022-09-02,RES11 (+ RES11WE),Hauts-de-France,1835593224.0,8989940
3736,2022-09-02,RES2 (+ RES5),Centre-Val de Loire,5979553607.0,28847876
3737,2022-09-02,RES2 (+ RES5),Hauts-de-France,10839657521.0,56265712
3738,2022-09-02,RES2WE,Centre-Val de Loire,110914999.0,544728
3739,2022-09-02,RES2WE,Hauts-de-France,249442218.0,1307676
3740,2022-09-02,RES3,Centre-Val de Loire,144056448.0,433724
3741,2022-09-02,RES3,Hauts-de-France,195524563.0,696968
3742,2022-09-02,RES4,Centre-Val de Loire,238637335.0,972808
3743,2022-09-02,RES4,Hauts-de-France,288338795.0,1285616
3744,2022-09-03,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,60878472.0,42576
3745,2022-09-03,ENT3 (+ ENT4 + ENT5),Hauts-de-France,73336736.0,41280
3746,2022-09-03,PRO1 (+ PRO1WE),Centre-Val de Loire,1255385653.0,4833840
3747,2022-09-03,PRO1 (+ PRO1WE),Hauts-de-France,2708693110.0,9257636
3748,2022-09-03,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1265325565.0,1958160
3749,2022-09-03,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2409056196.0,3542516
3750,2022-09-03,PRO3,Centre-Val de Loire,62868736.0,64992
3751,2022-09-03,PRO3,Hauts-de-France,87596572.0,79968
3752,2022-09-03,PRO4,Centre-Val de Loire,68227708.0,111216
3753,2022-09-03,PRO4,Hauts-de-France,86119196.0,117024
3754,2022-09-03,PRO5,Centre-Val de Loire,368342341.0,1210944
3755,2022-09-03,PRO5,Hauts-de-France,999331868.0,1991520
3756,2022-09-03,RES1 (+ RES1WE),Centre-Val de Loire,2435634995.0,22884340
3757,2022-09-03,RES1 (+ RES1WE),Hauts-de-France,6944341875.0,59089128
3758,2022-09-03,RES11 (+ RES11WE),Centre-Val de Loire,1455937944.0,6930992
3759,2022-09-03,RES11 (+ RES11WE),Hauts-de-France,1890112113.0,8988472
3760,2022-09-03,RES2 (+ RES5),Centre-Val de Loire,6176090331.0,28851408
3761,2022-09-03,RES2 (+ RES5),Hauts-de-France,11202287033.0,56275728
3762,2022-09-03,RES2WE,Centre-Val de Loire,112261604.0,543916
3763,2022-09-03,RES2WE,Hauts-de-France,256680106.0,1306744
3764,2022-09-03,RES3,Centre-Val de Loire,148061332.0,434224
3765,2022-09-03,RES3,Hauts-de-France,201023949.0,697624
3766,2022-09-03,RES4,Centre-Val de Loire,244465368.0,972716
3767,2022-09-03,RES4,Hauts-de-France,296329345.0,1285432
3768,2022-09-04,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,63873244.0,42576
3769,2022-09-04,ENT3 (+ ENT4 + ENT5),Hauts-de-France,79659860.0,41284
3770,2022-09-04,PRO1 (+ PRO1WE),Centre-Val de Loire,1069139295.0,4833392
3771,2022-09-04,PRO1 (+ PRO1WE),Hauts-de-France,2314834237.0,9256984
3772,2022-09-04,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1121587795.0,1958156
3773,2022-09-04,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2142738563.0,3542220
3774,2022-09-04,PRO3,Centre-Val de Loire,57716215.0,64992
3775,2022-09-04,PRO3,Hauts-de-France,80852585.0,79968
3776,2022-09-04,PRO4,Centre-Val de Loire,64720228.0,111216
3777,2022-09-04,PRO4,Hauts-de-France,82031492.0,117024
3778,2022-09-04,PRO5,Centre-Val de Loire,368481059.0,1210944
3779,2022-09-04,PRO5,Hauts-de-France,998834247.0,1991520
3780,2022-09-04,RES1 (+ RES1WE),Centre-Val de Loire,2528231213.0,22885316
3781,2022-09-04,RES1 (+ RES1WE),Hauts-de-France,7225564375.0,59090552
3782,2022-09-04,RES11 (+ RES11WE),Centre-Val de Loire,1481033648.0,6930952
3783,2022-09-04,RES11 (+ RES11WE),Hauts-de-France,1934796293.0,8987484
3784,2022-09-04,RES2 (+ RES5),Centre-Val de Loire,6347644708.0,28853496
3785,2022-09-04,RES2 (+ RES5),Hauts-de-France,11561741793.0,56280512
3786,2022-09-04,RES2WE,Centre-Val de Loire,123808059.0,543640
3787,2022-09-04,RES2WE,Hauts-de-France,283670521.0,1306564
3788,2022-09-04,RES3,Centre-Val de Loire,150527434.0,434412
3789,2022-09-04,RES3,Hauts-de-France,205696530.0,698084
3790,2022-09-04,RES4,Centre-Val de Loire,243082473.0,972664
3791,2022-09-04,RES4,Hauts-de-France,295649572.0,1285340
3792,2022-09-05,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,70788396.0,42568
3793,2022-09-05,ENT3 (+ ENT4 + ENT5),Hauts-de-France,83603640.0,41328
3794,2022-09-05,PRO1 (+ PRO1WE),Centre-Val de Loire,1418307644.0,4834564
3795,2022-09-05,PRO1 (+ PRO1WE),Hauts-de-France,3075309059.0,9259000
3796,2022-09-05,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1291441893.0,1958116
3797,2022-09-05,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2472666155.0,3542332
3798,2022-09-05,PRO3,Centre-Val de Loire,63230956.0,64992
3799,2022-09-05,PRO3,Hauts-de-France,88498766.0,79968
3800,2022-09-05,PRO4,Centre-Val de Loire,65498859.0,111216
3801,2022-09-05,PRO4,Hauts-de-France,82914915.0,117024
3802,2022-09-05,PRO5,Centre-Val de Loire,369762828.0,1210944
3803,2022-09-05,PRO5,Hauts-de-France,1001684928.0,1991520
3804,2022-09-05,RES1 (+ RES1WE),Centre-Val de Loire,2396194405.0,22889716
3805,2022-09-05,RES1 (+ RES1WE),Hauts-de-France,6850654455.0,59103636
3806,2022-09-05,RES11 (+ RES11WE),Centre-Val de Loire,1426134844.0,6932392
3807,2022-09-05,RES11 (+ RES11WE),Hauts-de-France,1867497387.0,8989040
3808,2022-09-05,RES2 (+ RES5),Centre-Val de Loire,6086763332.0,28859520
3809,2022-09-05,RES2 (+ RES5),Hauts-de-France,11102896023.0,56293440
3810,2022-09-05,RES2WE,Centre-Val de Loire,109471095.0,542956
3811,2022-09-05,RES2WE,Hauts-de-France,247384140.0,1305364
3812,2022-09-05,RES3,Centre-Val de Loire,144153415.0,434588
3813,2022-09-05,RES3,Hauts-de-France,197624945.0,698364
3814,2022-09-05,RES4,Centre-Val de Loire,234603662.0,972552
3815,2022-09-05,RES4,Hauts-de-France,285616570.0,1285272
3816,2022-09-06,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,72348444.0,42484
3817,2022-09-06,ENT3 (+ ENT4 + ENT5),Hauts-de-France,85151372.0,41328
3818,2022-09-06,PRO1 (+ PRO1WE),Centre-Val de Loire,1500436021.0,4837768
3819,2022-09-06,PRO1 (+ PRO1WE),Hauts-de-France,3259656841.0,9258880
3820,2022-09-06,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1382000300.0,1958136
3821,2022-09-06,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2651133430.0,3542092
3822,2022-09-06,PRO3,Centre-Val de Loire,66046830.0,64992
3823,2022-09-06,PRO3,Hauts-de-France,92722755.0,79968
3824,2022-09-06,PRO4,Centre-Val de Loire,66366036.0,111216
3825,2022-09-06,PRO4,Hauts-de-France,84705088.0,117024
3826,2022-09-06,PRO5,Centre-Val de Loire,372744213.0,1210944
3827,2022-09-06,PRO5,Hauts-de-France,1008587428.0,1991524
3828,2022-09-06,RES1 (+ RES1WE),Centre-Val de Loire,2369569335.0,22889356
3829,2022-09-06,RES1 (+ RES1WE),Hauts-de-France,6775076014.0,59107540
3830,2022-09-06,RES11 (+ RES11WE),Centre-Val de Loire,1401582501.0,6931820
3831,2022-09-06,RES11 (+ RES11WE),Hauts-de-France,1838211293.0,8987368
3832,2022-09-06,RES2 (+ RES5),Centre-Val de Loire,5983228598.0,28865168
3833,2022-09-06,RES2 (+ RES5),Hauts-de-France,10925094851.0,56305252
3834,2022-09-06,RES2WE,Centre-Val de Loire,104968761.0,542164
3835,2022-09-06,RES2WE,Hauts-de-France,237384389.0,1303224
3836,2022-09-06,RES3,Centre-Val de Loire,143460685.0,435116
3837,2022-09-06,RES3,Hauts-de-France,197301594.0,699052
3838,2022-09-06,RES4,Centre-Val de Loire,231804467.0,972272
3839,2022-09-06,RES4,Hauts-de-France,283164845.0,1284992
3840,2022-09-07,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,71056308.0,42528
3841,2022-09-07,ENT3 (+ ENT4 + ENT5),Hauts-de-France,83792336.0,41328
3842,2022-09-07,PRO1 (+ PRO1WE),Centre-Val de Loire,1450426180.0,4837724
3843,2022-09-07,PRO1 (+ PRO1WE),Hauts-de-France,3157039196.0,9258568
3844,2022-09-07,PRO2 (+ PRO2WE + PRO6),Centre-Val de Loire,1334352253.0,1957888
3845,2022-09-07,PRO2 (+ PRO2WE + PRO6),Hauts-de-France,2565245430.0,3541796
3846,2022-09-07,PRO3,Centre-Val de Loire,64470029.0,64992
3847,2022-09-07,PRO3,Hauts-de-France,90734078.0,79968
3848,2022-09-07,PRO4,Centre-Val de Loire,65506524.0,111216
3849,2022-09-07,PRO4,Hauts-de-France,83380974.0,117020
3850,2022-09-07,PRO5,Centre-Val de Loire,374853428.0,1210940
3851,2022-09-07,PRO5,Hauts-de-France,1014010466.0,1991572
3852,2022-09-07,RES1 (+ RES1WE),Centre-Val de Loire,2404106934.0,22890908
3853,2022-09-07,RES1 (+ RES1WE),Hauts-de-France,6887901396.0,59111492
3854,2022-09-07,RES11 (+ RES11WE),Centre-Val de Loire,1435923242.0,6932352
3855,2022-09-07,RES11 (+ RES11WE),Hauts-de-France,1894391836.0,8988296
3856,2022-09-07,RES2 (+ RES5),Centre-Val de Loire,6087839185.0,28869492
3857,2022-09-07,RES2 (+ RES5),Hauts-de-France,11161232129.0,56320004
3858,2022-09-07,RES2WE,Centre-Val de Loire,107006989.0,541664
3859,2022-09-07,RES2WE,Hauts-de-France,242920763.0,1302356
3860,2022-09-07,RES3,Centre-Val de Loire,143885164.0,435612
3861,2022-09-07,RES3,Hauts-de-France,199239438.0,699420
3862,2022-09-07,RES4,Centre-Val de Loire,233607861.0,972072
3863,2022-09-07,RES4,Hauts-de-France,286696429.0,1284808
3864,2022-09-08,ENT3 (+ ENT4 + ENT5),Centre-Val de Loire,70590752.0,42528
